player_id,player_display_name,position,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_fumbles_lost,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,receiving_fumbles_lost,fg_made,fg_att,fg_long,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,pat_made,pat_att,pt_att,pt_yards,pt_net_yards,pt_long,pt_inside_20
00-0001215,Jerome Bettis,RB,1999,1,REG,1999_01_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,18,89,0,3,0,1,1,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001218,Steve Beuerlein,QB,1999,1,REG,1999_01_CAR_NO,CAR,NO,16,32,207,1,1,7,-46,1,8,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001224,Tim Biakabutuka,RB,1999,1,REG,1999_01_CAR_NO,CAR,NO,0,0,0,0,0,0,0,8,45,0,2,0,1,2,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001281,Eric Bjornson,TE,1999,1,REG,1999_01_DAL_WAS,DAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001317,Will Blackwell,WR,1999,1,REG,1999_01_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001335,Jeff Blake,QB,1999,1,REG,1999_01_CIN_TEN,CIN,TEN,18,31,182,2,2,1,0,11,90,0,7,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001361,Drew Bledsoe,QB,1999,1,REG,1999_01_NE_NYJ,NE,NYJ,21,30,340,1,1,2,-14,1,-1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001532,David Boston,WR,1999,1,REG,1999_01_ARI_PHI,ARI,PHI,0,0,0,0,0,0,0,1,1,0,0,0,4,6,21,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001582,Fabien Bownes,WR,1999,1,REG,1999_01_DET_SEA,SEA,DET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001627,Corey Bradford,WR,1999,1,REG,1999_01_OAK_GB,GB,LV,0,0,0,0,0,0,0,0,0,0,0,0,2,3,27,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001661,Kyle Brady,TE,1999,1,REG,1999_01_SF_JAX,JAX,SF,0,0,0,0,0,0,0,0,0,0,0,0,2,3,13,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001752,Will Brice,P,1999,1,REG,1999_01_CIN_TEN,CIN,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,132,70,72,1
00-0001759,Doug Brien,K,1999,1,REG,1999_01_CAR_NO,NO,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,46,0,1,0,1,0,0,1,2,0,0,0,,0
00-0001766,Jeremy Brigham,TE,1999,1,REG,1999_01_OAK_GB,LV,GB,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001842,Macey Brooks,WR,1999,1,REG,1999_01_KC_CHI,CHI,KC,0,0,0,0,0,0,0,0,0,0,0,0,2,3,28,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001862,Luther Broughton,TE,1999,1,REG,1999_01_ARI_PHI,PHI,ARI,0,0,0,0,0,0,0,0,0,0,0,0,3,5,29,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001980,Kris Brown,K,1999,1,REG,1999_01_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,28,2,1,0,0,0,0,4,5,0,0,0,,0
00-0002027,Reggie Brown,FB,1999,1,REG,1999_01_DET_SEA,SEA,DET,0,0,0,0,0,0,0,1,3,0,0,0,5,6,25,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002058,Tim Brown,WR,1999,1,REG,1999_01_OAK_GB,LV,GB,0,0,0,0,0,0,0,0,0,0,0,0,4,7,51,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002068,Troy Brown,WR,1999,1,REG,1999_01_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,2,5,33,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002102,Mark Bruener,TE,1999,1,REG,1999_01_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002110,Mark Brunell,QB,1999,1,REG,1999_01_SF_JAX,JAX,SF,22,30,265,1,0,2,-18,2,12,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002544,Chris Calloway,WR,1999,1,REG,1999_01_MIN_ATL,ATL,MIN,0,0,0,0,0,0,0,0,0,0,0,0,5,7,84,1,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002701,Rae Carruth,WR,1999,1,REG,1999_01_CAR_NO,CAR,NO,0,0,0,0,0,0,0,0,0,0,0,0,5,8,63,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002709,Dwayne Carswell,OT,1999,1,REG,1999_01_MIA_DEN,DEN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002721,Cris Carter,WR,1999,1,REG,1999_01_MIN_ATL,MIN,ATL,0,0,0,0,0,0,0,0,0,0,0,0,7,10,70,1,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002743,Ki-Jana Carter,RB,1999,1,REG,1999_01_CIN_TEN,CIN,TEN,0,0,0,0,0,0,0,6,15,1,1,0,1,2,11,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002846,Larry Centers,FB,1999,1,REG,1999_01_DAL_WAS,WAS,DAL,0,0,0,0,0,0,0,1,2,0,0,0,6,12,42,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002861,Byron Chamberlain,TE,1999,1,REG,1999_01_MIA_DEN,DEN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,4,6,52,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002876,Chris Chandler,QB,1999,1,REG,1999_01_MIN_ATL,ATL,MIN,17,30,258,1,0,2,-12,3,21,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002958,Mark Chmura,TE,1999,1,REG,1999_01_OAK_GB,GB,LV,0,0,0,0,0,0,0,0,0,0,0,0,4,7,44,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002970,Bob Christian,FB,1999,1,REG,1999_01_MIN_ATL,ATL,MIN,0,0,0,0,0,0,0,1,1,1,1,0,1,2,14,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0002975,Steve Christie,K,1999,1,REG,1999_01_BUF_IND,BUF,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,1,1,0,0,0,0,0,0,0,0,,0
00-0003142,Ben Coates,TE,1999,1,REG,1999_01_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,3,4,51,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003378,Albert Connell,WR,1999,1,REG,1999_01_DAL_WAS,WAS,DAL,0,0,0,0,0,0,0,1,8,0,1,0,4,5,137,1,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003395,Brett Conway,K,1999,1,REG,1999_01_DAL_WAS,WAS,DAL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,42,0,1,0,1,0,0,3,3,0,0,0,,0
00-0003396,Curtis Conway,WR,1999,1,REG,1999_01_KC_CHI,CHI,KC,0,0,0,0,0,0,0,0,0,0,0,0,9,12,88,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003535,Tim Couch,QB,1999,1,REG,1999_01_PIT_CLE,CLE,PIT,0,3,0,0,1,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003557,Scott Covington,QB,1999,1,REG,1999_01_CIN_TEN,CIN,TEN,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003610,Aaron Craver,FB,1999,1,REG,1999_01_CAR_NO,NO,CAR,0,0,0,0,0,0,0,5,16,0,0,0,4,6,23,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003681,Howard Cross,TE,1999,1,REG,1999_01_NYG_TB,NYG,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003700,Germane Crowell,WR,1999,1,REG,1999_01_DET_SEA,DET,SEA,0,0,0,0,0,0,0,0,0,0,0,0,7,11,141,2,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003715,Carlester Crumpler,TE,1999,1,REG,1999_01_MIN_ATL,MIN,ATL,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003761,Randall Cunningham,QB,1999,1,REG,1999_01_MIN_ATL,MIN,ATL,22,33,184,1,0,0,0,3,12,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0003762,Richie Cunningham,K,1999,1,REG,1999_01_DAL_WAS,DAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,5,0,0,0,,0
00-0003841,Brad Daluiso,K,1999,1,REG,1999_01_NYG_TB,NYG,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,0,0,1,0,0,0,2,2,0,0,0,,0
00-0004052,Stephen Davis,RB,1999,1,REG,1999_01_DAL_WAS,WAS,DAL,0,0,0,0,0,0,0,24,109,2,6,1,1,2,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004054,Terrell Davis,RB,1999,1,REG,1999_01_MIA_DEN,DEN,MIA,0,0,0,0,0,0,0,19,61,0,2,0,1,1,8,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004060,Troy Davis,RB,1999,1,REG,1999_01_CAR_NO,NO,CAR,0,0,0,0,0,0,0,9,18,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004063,Tyrone Davis,TE,1999,1,REG,1999_01_OAK_GB,GB,LV,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004077,Sean Dawkins,WR,1999,1,REG,1999_01_DET_SEA,SEA,DET,0,0,0,0,0,0,0,0,0,0,0,0,7,9,85,2,5,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004147,Al Del Greco,K,1999,1,REG,1999_01_CIN_TEN,TEN,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,0,0,1,0,1,0,4,4,0,0,0,,0
00-0004230,Ty Detmer,QB,1999,1,REG,1999_01_PIT_CLE,CLE,PIT,6,13,52,0,1,2,-14,1,-1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004293,Trent Dilfer,QB,1999,1,REG,1999_01_NYG_TB,TB,NYG,15,31,174,1,3,2,-11,1,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004294,Ken Dilger,TE,1999,1,REG,1999_01_BUF_IND,IND,BUF,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004304,Corey Dillon,RB,1999,1,REG,1999_01_CIN_TEN,CIN,TEN,0,0,0,0,0,0,0,21,66,1,3,0,2,3,11,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004386,Chris Doering,WR,1999,1,REG,1999_01_MIA_DEN,DEN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,3,3,22,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004524,Troy Drayton,TE,1999,1,REG,1999_01_MIA_DEN,MIA,DEN,0,0,0,0,0,0,0,0,0,0,0,0,2,3,21,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004574,Rickey Dudley,TE,1999,1,REG,1999_01_OAK_GB,LV,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004640,Warrick Dunn,RB,1999,1,REG,1999_01_NYG_TB,TB,NYG,0,0,0,0,0,0,0,15,46,0,2,0,3,5,26,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004694,Kevin Dyson,WR,1999,1,REG,1999_01_CIN_TEN,TEN,CIN,0,0,0,0,0,0,0,0,0,0,0,0,9,13,162,2,8,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004705,Quinn Early,WR,1999,1,REG,1999_01_NE_NYJ,NYJ,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004768,Marc Edwards,FB,1999,1,REG,1999_01_PIT_CLE,CLE,PIT,0,0,0,0,0,0,0,1,1,0,0,0,1,1,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004780,Troy Edwards,WR,1999,1,REG,1999_01_PIT_CLE,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,4,5,45,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004811,Jason Elam,K,1999,1,REG,1999_01_MIA_DEN,DEN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,3,3,0,0,0,,0
00-0004888,Bert Emanuel,WR,1999,1,REG,1999_01_NYG_TB,TB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,3,12,53,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004915,Bobby Engram,WR,1999,1,REG,1999_01_KC_CHI,CHI,KC,0,0,0,0,0,0,0,1,9,0,1,0,6,8,53,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0004916,Curtis Enis,RB,1999,1,REG,1999_01_KC_CHI,CHI,KC,0,0,0,0,0,0,0,22,64,0,4,0,5,8,69,1,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005060,Chad Fann,TE,1999,1,REG,1999_01_SF_JAX,SF,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005091,Kevin Faulk,RB,1999,1,REG,1999_01_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,10,17,0,0,0,1,2,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005101,Christian Fauria,TE,1999,1,REG,1999_01_DET_SEA,SEA,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005106,Brett Favre,QB,1999,1,REG,1999_01_OAK_GB,GB,LV,28,47,333,4,3,3,-15,2,13,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005113,Jeff Feagles,P,1999,1,REG,1999_01_DET_SEA,SEA,DET,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,286,275,54,2
00-0005180,Jay Fiedler,QB,1999,1,REG,1999_01_SF_JAX,JAX,SF,0,1,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005231,Brian Finneran,WR,1999,1,REG,1999_01_ARI_PHI,PHI,ARI,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005361,William Floyd,FB,1999,1,REG,1999_01_CAR_NO,CAR,NO,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005363,Doug Flutie,QB,1999,1,REG,1999_01_BUF_IND,BUF,IND,22,42,300,1,2,5,-26,4,24,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005562,Antonio Freeman,WR,1999,1,REG,1999_01_OAK_GB,GB,LV,0,0,0,0,0,0,0,0,0,0,0,0,7,9,111,1,5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005616,Irving Fryar,WR,1999,1,REG,1999_01_DAL_WAS,WAS,DAL,0,0,0,0,0,0,0,0,0,0,0,0,3,4,34,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005741,Rich Gannon,QB,1999,1,REG,1999_01_OAK_GB,LV,GB,16,31,227,0,1,4,-17,1,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005755,Jeff Garcia,QB,1999,1,REG,1999_01_SF_JAX,SF,JAX,5,9,45,0,1,2,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005771,Chris Gardocki,P,1999,1,REG,1999_01_PIT_CLE,CLE,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,285,228,60,0
00-0005779,Charlie Garner,RB,1999,1,REG,1999_01_SF_JAX,SF,JAX,0,0,0,0,0,0,0,11,61,0,2,0,1,3,14,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005822,Sam Gash,FB,1999,1,REG,1999_01_BUF_IND,BUF,IND,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0005883,Eddie George,RB,1999,1,REG,1999_01_CIN_TEN,TEN,CIN,0,0,0,0,0,0,0,12,42,0,1,1,3,4,37,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006043,Terry Glenn,WR,1999,1,REG,1999_01_NE_NYJ,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,113,0,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006047,Andrew Glover,TE,1999,1,REG,1999_01_MIN_ATL,MIN,ATL,0,0,0,0,0,0,0,0,0,0,0,0,3,3,37,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006100,Pete Gonzalez,QB,1999,1,REG,1999_01_PIT_CLE,PIT,CLE,1,1,8,0,0,0,0,2,-3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006181,Toby Gowin,P,1999,1,REG,1999_01_DAL_WAS,DAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,168,120,52,0
00-0006182,Brian Gowins,K,1999,1,REG,1999_01_KC_CHI,CHI,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,24,0,2,0,0,0,0,2,2,0,0,0,,0
00-0006212,Kent Graham,QB,1999,1,REG,1999_01_NYG_TB,NYG,TB,12,24,91,0,0,2,-12,6,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0006223,Martin Gramatica,K,1999,1,REG,1999_01_NYG_TB,TB,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,36,0,1,1,0,0,0,1,1,0,0,0,,0
